Id,Label,Type,Occurrences Count,ID (type 1),Time Interval,Investments
company_8d072649f12c06135a40d484a7f73c29,encore consumer capital,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2008.0, 2009.0, 163]>","<[2008.0, 2009.0]>",
company_79da88294e88162a0eabb34ac6cba25a,enesco llc / egi,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 441]>","<[2009.0, 2010.0]>",
company_f28425618dd6a232d6f4ae9c3dd0036e,englefield / redstone,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 164]>","<[2009.0, 2010.0]>",
company_aed8417979014e8797fd076832fe2791,eon group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 3]>","<[2009.0, 2010.0, 513 | 514 | 515]>","<[2009.0, 2010.0]>",
company_5d801282d504a17b782b8c567e9ce971,eqt,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 5]>","<[2008.0, 2009.0, 578); [2009.0, 2010.0, 165 | 166 | 167 | 550]>","<[2008.0, 2009.0]; [2009.0, 2010.0]>",
company_6d564df4511a00981e32b1dbebf5a23a,eqt / efdo,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 168]>","<[2009.0, 2010.0]>",
company_46a4f4362722366b1773937a45413ab6,equity trust group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2008.0, 2009.0, 169]>","<[2008.0, 2009.0]>",
company_a211694a99c6ea0b3e85a4d20c8db066,eso master fund i,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 170]>","<[2009.0, 2010.0]>",
company_be30329f07620f292ffd2e289aba7b06,eurobank efg,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2009.0, 2010.0, 161); [2010.0, 2011.0, 160]>","<[2009.0, 2010.0]; [2010.0, 2011.0]>",
company_3fba25d3646145623243a515cde12309,eurohold,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 171]>","<[2010.0, 2011.0]>",
company_5ce5ee130da225be09ae4653bc1390b1,eusa pharma group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 173]>","<[2009.0, 2010.0]>",
company_2a94f29f57720537e5a09ae668aebc67,evraz group / emmy,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 174]>","<[2009.0, 2010.0]>",
company_d574c75b5c1f258e5c5501353147a74b,exinor,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 542]>","<[2009.0, 2010.0]>",
company_9f3f39fa2f79195e0610e4d8c44f2414,experian,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 3]>","<[2009.0, 2010.0, 175 | 176 | 177]>","<[2009.0, 2010.0]>",
company_c579cc140bb0662afcea6056e1fdc80f,extrom / knight business,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 295]>","<[2009.0, 2010.0]>",
company_d1c793c4f71a651c7ff42adf04a6dfc5,fairfax,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2008.0, 2009.0, 178]>","<[2008.0, 2009.0]>",
company_a1913acb5daad2b3443137e4e77fdd05,fairfax financial holding,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 3]>","<[2003.0, 2004.0, 179); [2004.0, 2005.0, 180]; [2009.0, 2010.0, 181]>","<[2003.0, 2004.0]; [2004.0, 2005.0]; [2009.0, 2010.0]>",
company_0b4102c69526e0a078051596e282e648,fedex,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 182]>","<[2010.0, 2011.0]>",
company_c3be8340f70a6df39918e873bbf7ff1d,fidelity (fil),"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 183]>","<[2009.0, 2010.0]>",
company_a428660ae793f1d80951cb6e855335ba,field point group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 184]>","<[2009.0, 2010.0]>",
company_1d57e12403ab643622a519e822a97e9f,financiÃ¨re lafayette,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2009.0, 2010.0, 185); [2010.0, 2011.0, 186]>","<[2009.0, 2010.0]; [2010.0, 2011.0]>",
company_ec51abfe6ffb59b40804bf760e14aaac,finmeccanica group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 187]>","<[2010.0, 2011.0]>",
company_6d322f052568e979b7040fed84bb9fc4,fonciere de bagan,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 188]>","<[2009.0, 2010.0]>",
company_d0f9cf7c70f5a53aac3f04c37b7756e3,foresight group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 189]>","<[2009.0, 2010.0]>",
company_4ef2928443d977db4b88ee5199b2d6a1,foster wheeler,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 190]>","<[2010.0, 2011.0]>",
company_114ad31ac075d8bd46cd7617857df432,foyer,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2009.0, 2010.0, 191 | 192]>","<[2009.0, 2010.0]>",
company_980e36f76ea065d31e8bfc3e48bd7ed1,freo group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2007.0, 2008.0, 193]>","<[2007.0, 2008.0]>",
company_51ac30e74cd05215efa0d6b5ee8073f3,fund channel bnp paribas / crÃ©dit agricole,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2009.0, 2010.0, 97); [2010.0, 2011.0, 98]>","<[2009.0, 2010.0]; [2010.0, 2011.0]>",
company_abd3ece973c816864df61637f2cec7d4,gate gourmet,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 199]>","<[2009.0, 2010.0]>",
company_584f08a4dd232be2a16aeedb934ed6e4,gazprom,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 200]>","<[2009.0, 2010.0]>",
company_02b886408fd38618eadeffcaa1781e93,ge capital / mubadala (joint venture),"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2009.0, 2010.0, 202 | 203]>","<[2009.0, 2010.0]>",
company_b4dc67e7fbfa4a53cb9b6e7e77d81c13,gigamedia limited group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 204]>","<[2010.0, 2011.0]>",
company_bbbc8234660dd242704d020992874a61,gildemeister group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 205]>","<[2009.0, 2010.0]>",
company_2d1f2a558b9c3d6b2ce351d13db627e1,glanbia / avonmore cheese,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 206]>","<[2009.0, 2010.0]>",
company_e92f513385b3736fe488ab4c301463fb,glanbia / avonmore proteins,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 207]>","<[2010.0, 2011.0]>",
company_d539549bd448aa80e811089b5eff1acb,glaxosmithkline,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2008.0, 2009.0, 208); [2009.0, 2010.0, 209]>","<[2008.0, 2009.0]; [2009.0, 2010.0]>",
company_0c8f9fb5d5e8fc1de7b70bd8c9aead96,global environment fund / dasosÂ capital oy (joint venture),"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2010.0, 2011.0, 558 | 559]>","<[2010.0, 2011.0]>",
company_a2c6ea1cc5fade24eda5f667b49b4a94,golden gate capital / geac computer corporation,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 210]>","<[2009.0, 2010.0]>",
company_81fe9befb2337897d41e0202edf53ff7,golden gate capital / infineon technologies ag / lantiq,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 211]>","<[2010.0, 2011.0]>",
company_223568bd2820f639cce6c1ccdf65a0cf,golding capital partners,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 212]>","<[2010.0, 2011.0]>",
company_ddcf2b987a4ac81a8ea43e6e0d78084b,goodman group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2009.0, 2010.0, 213 | 214]>","<[2009.0, 2010.0]>",
company_8642b97c973d0533b2a30ffec2fc6bff,graymont group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 215]>","<[2009.0, 2010.0]>",
company_9ffb4d3ceb927b286c39b60f51b0714b,great atlantic & pacific tea company,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 216]>","<[2009.0, 2010.0]>",
company_78f9a3d3c002cbb21de4443b7d76dc8e,groupe bruxelles lambert,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 543]>","<[2009.0, 2010.0]>",
company_746a730d096fee331a4949bec752f6e8,groupe lcf rothschild,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2009.0, 2010.0, 218); [2010.0, 2011.0, 219]>","<[2009.0, 2010.0]; [2010.0, 2011.0]>",
company_74fb2d69633b8fd404bf47784be3b90f,groupe rothschild,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 3]>","<[2009.0, 2010.0, 220); [2010.0, 2011.0, 221 | 222]>","<[2009.0, 2010.0]; [2010.0, 2011.0]>",
company_ad9aa0f4b44da337774a7b9ce4e9bac2,harbinger capital partners,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 225]>","<[2009.0, 2010.0]>",
company_c510edc113224a9f211459041a4fb125,hauck and aufhauser,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2008.0, 2009.0, 226]>","<[2008.0, 2009.0]>",
company_6f709754ddf13b0f6d775013a3369637,haymarket financial / future fund,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 197]>","<[2010.0, 2011.0]>",
company_bd2079aae1837d28b1431a093b290cb4,health alliance group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 227]>","<[2010.0, 2011.0]>",
company_0dfb5e07a60754c7d9c294abc91d5395,heinz,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 228]>","<[2010.0, 2011.0]>",
company_3ca021a2ad4f8c5cce11b61ea04b43a4,henderson global investors,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 229]>","<[2009.0, 2010.0]>",
company_53d65d2ed80fd8f5cc27c25fd1978227,hg capital,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 230]>","<[2009.0, 2010.0]>",
company_8a57478fa79be7236015ebf4fe6f982e,hideal partners,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 231]>","<[2010.0, 2011.0]>",
company_a9d611ccdc2154d5ee5b499b2942079d,highland capital partners,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2009.0, 2010.0, 232 | 233]>","<[2009.0, 2010.0]>",
company_d4538518f9dbaec4079c66663015c179,hines,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 5]>","<[2009.0, 2010.0, 234 | 235); [2010.0, 2011.0, 236 | 237 | 238]>","<[2009.0, 2010.0]; [2010.0, 2011.0]>",
company_08a1abf002b2a662a0a273a131a48d59,hna group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 239]>","<[2010.0, 2011.0]>",
company_bb7025baef6a2fdda0f7e7436d367a73,home credit and finance bank,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 240]>","<[2009.0, 2010.0]>",
company_b6a6737ef0ccfbf6d4d1afddc7829b33,hsbc,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 241]>","<[2009.0, 2010.0]>",
company_ce6dde3415181ab997be93c19ab5c588,huhtamÃ¤ki,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 560]>","<[2009.0, 2010.0]>",
company_aa4e041e88b21a14a704e71c83c8de5a,hutchison group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 4]>","<[2009.0, 2010.0, 243 | 244); [2010.0, 2011.0, 242 | 245]>","<[2009.0, 2010.0]; [2010.0, 2011.0]>",
company_6a4b3a521c2ea57bc1365fb95a153179,hutchison whampoa,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 13]>","<[2002.0, 2003.0, 246 | 247 | 248 | 249 | 250); [2003.0, 2004.0, 251); [2004.0, 2005.0, 252 | 253); [2005.0, 2006.0, 254]; [2007.0, 2008.0, 573); [2008.0, 2009.0, 255 | 256); [2009.0, 2010.0, 257]>","<[2002.0, 2003.0]; [2003.0, 2004.0]; [2004.0, 2005.0]; [2005.0, 2006.0]; [2007.0, 2008.0]; [2008.0, 2009.0]; [2009.0, 2010.0]>",
company_16c8b1e01a4604ba7c15644ea2d02351,hypo real estate group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2008.0, 2009.0, 258]>","<[2008.0, 2009.0]>",
company_0ebc580ae6450fce8762fad1bff32e7b,iam,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2008.0, 2009.0, 259]>","<[2008.0, 2009.0]>",
company_bde7685ed52b12df161f99edc7a0ca20,ian livingstone / richard livingstone,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2009.0, 2010.0, 306); [2010.0, 2011.0, 307]>","<[2009.0, 2010.0]; [2010.0, 2011.0]>",
company_661db7ddae5e97a08122ff69e9fbf750,icap,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 260]>","<[2010.0, 2011.0]>",
company_68b81c4bdac743ab6dcf472607caeca4,iceberg qapital / mpg operations,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 261]>","<[2009.0, 2010.0]>",
company_500f4fa4873faa1348b7bdaba7862a8d,ik investment partners,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 262]>","<[2009.0, 2010.0]>",
company_2cb0c5bdfeac5bd4978effa9730592e8,ik investment partners / kwintet group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 263]>","<[2009.0, 2010.0]>",
company_fe1164dcc2e55b6b92995e4fc3b353c6,ikea,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 9]>","<[2009.0, 2010.0, 272); [2010.0, 2011.0, 264 | 265 | 268); [2011.0, 2012.0, 266 | 267 | 269 | 270 | 271]>","<[2009.0, 2010.0]; [2010.0, 2011.0]; [2011.0, 2012.0]>",
company_834c6a70f85c4617c2344df59a5d85f0,innisfree fund,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 569]>","<[2010.0, 2011.0]>",
company_bcdcd84a53a314b75ed216cc9d74448f,intelsat global,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 274]>","<[2009.0, 2010.0]>",
company_c63a8d5e5a59782d8fe6f9042510c1f2,intergenia / plusserver,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 275]>","<[2010.0, 2011.0]>",
company_94a4f023065f67d336adebff5e7ce43c,international flavors & fragrances,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 276]>","<[2009.0, 2010.0]>",
company_8a8941ba25e81eee893f1b4b0dfb0f24,interpublic group of companies,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 551]>","<[2009.0, 2010.0]>",
company_b5cc2247d802c405ef11eb648e91c24a,intesa sanpaolo group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 277]>","<[2010.0, 2011.0]>",
company_15c97687494e999e2d1f998a54c087bd,investcorp / barclays,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2008.0, 2009.0, 278]; [2010.0, 2011.0, 279]>","<[2008.0, 2009.0]; [2010.0, 2011.0]>",
company_7e7c8914a99d5427d0b8fda8a45477d0,invus / artal group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 60]>","<[2010.0, 2011.0]>",
company_88a7c929e17900f6f2c6369325533526,itunes / apple,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2011.0, 2012.0, 50]>","<[2011.0, 2012.0]>",
company_50991cc95aec0535df8bc43555587fd6,ivg institutional fund,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 280]>","<[2010.0, 2011.0]>",
company_35c4c212dce31d3ec5266491eb1c322b,j chahine capital,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 281]>","<[2010.0, 2011.0]>",
company_3ab59779dd7e00a8c355f8c0482da0b8,j.c. flowers,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 282]>","<[2009.0, 2010.0]>",
company_d52e55d11213a43d6f7f73d130f52a8b,j.p. morgan european property fund,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 3]>","<[2008.0, 2009.0, 288); [2009.0, 2010.0, 289 | 290]>","<[2008.0, 2009.0]; [2009.0, 2010.0]>",
company_c687e5e40f6322d81c7e914c05a0af6e,jardine matheson group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 283]>","<[2009.0, 2010.0]>",
company_5303811fda092431c7510dc59c24f669,jer partners,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2009.0, 2010.0, 284); [2010.0, 2011.0, 285]>","<[2009.0, 2010.0]; [2010.0, 2011.0]>",
company_296df1540870d1046cc25b392814596c,jones lang lasalle,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 286]>","<[2009.0, 2010.0]>",
company_0a3c74904e17b5108f9938b0178565c5,julius baer group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 291]>","<[2009.0, 2010.0]>",
company_f2afe6c70e3d7d222c4f5ea3287c9c5f,kaupthing bank,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 292]>","<[2009.0, 2010.0]>",
company_f5ba95ae58c4d9ba5a88926009b7245f,king street capital management,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 294]>","<[2010.0, 2011.0]>",
company_07e0c619993c8546ff448010a40be359,koch industries,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 575]>","<[2009.0, 2010.0]>",
company_2fd46b9b93a14dcea86b44b3a839ae81,kohler,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 296]>","<[2009.0, 2010.0]>",
company_478ba3f8c0aabddcabb2360a939e138a,landesbank baden-wÃ¼rttemberg (lbbw),"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2009.0, 2010.0, 297 | 298]>","<[2009.0, 2010.0]>",
company_5da9f30949bfdcd7c6b19a2bf4c21a4c,langres investment limited / aig global real estate investment (joint venture),"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2009.0, 2010.0, 299 | 300]>","<[2009.0, 2010.0]>",
company_145aeea98f72809b5ad97814809fcec8,lasalle investment management,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 287]>","<[2009.0, 2010.0]>",
company_5d8ac20e9f4aeb2aad7f26e580c30b25,lehman brothers real estate fund,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2008.0, 2009.0, 301]>","<[2008.0, 2009.0]>",
company_7e5a3535457e439bfe3cf5c04c6015ad,lewis trust group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2009.0, 2010.0, 533); [2010.0, 2011.0, 534]>","<[2009.0, 2010.0]; [2010.0, 2011.0]>",
company_40f63fbdf7131904c84a70a6f53a4830,lhoist,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 5]>","<[2009.0, 2010.0, 524); [2010.0, 2011.0, 525 | 526 | 527 | 528]>","<[2009.0, 2010.0]; [2010.0, 2011.0]>",
company_951ac22202b9365c61578d50a53f7bd7,li & fung,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2009.0, 2010.0, 195); [2010.0, 2011.0, 196]>","<[2009.0, 2010.0]; [2010.0, 2011.0]>",
company_60f139d56b099b4bdab13c5e18bd8291,li family trusts,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2003.0, 2004.0, 302]; [2009.0, 2010.0, 303]>","<[2003.0, 2004.0]; [2009.0, 2010.0]>",
company_b1a351a41ec7fbe521a1d73f4a21ab8c,lion capital,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2008.0, 2009.0, 304); [2009.0, 2010.0, 305]>","<[2008.0, 2009.0]; [2009.0, 2010.0]>",
company_38f1706725a4b22bc354f595eceb0a64,lohan,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 198]>","<[2009.0, 2010.0]>",
company_e31ba889abc72ce2feb87a79723e952b,lombard international assurance,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 194]>","<[2010.0, 2011.0]>",
company_6affd2106d15903d7245e4ef0616792a,lombard odier darier hentsch & cie,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 308]>","<[2009.0, 2010.0]>",
company_7a948c5878c06e51ab8aed8fffcd59ff,lubrizol,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 309]>","<[2009.0, 2010.0]>",
company_f444a70a7aceb558726ffab0434e1f0b,lvmh moÃ«t hennessy louis vuitton,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 310]>","<[2010.0, 2011.0]>",
company_4b02cc8695448ee5653d5e80049a697f,macquarie global property advisors,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 7]>","<[2008.0, 2009.0, 311 | 312 | 313 | 314); [2009.0, 2010.0, 315 | 316 | 546]>","<[2008.0, 2009.0]; [2009.0, 2010.0]>",
company_ec13a07f0796c518973a56032cd63018,mark iv industries,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2008.0, 2009.0, 317]>","<[2008.0, 2009.0]>",
company_367749404d7fbad17d587ef3f5fe2f2c,maus freres,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2008.0, 2009.0, 318]>","<[2008.0, 2009.0]>",
company_edadb62f7b9acc3fc957adf650c6851e,mcgraw-hill / standard & poors (now mcgraw hill financial),"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 319]>","<[2010.0, 2011.0]>",
company_6dbac66df52e9916387691c051488758,mercapital,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2002.0, 2003.0, 320]; [2009.0, 2010.0, 321]>","<[2002.0, 2003.0]; [2009.0, 2010.0]>",
company_c4f44751bb7543b0bcadd1d143d03d36,merrill lynch,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2007.0, 2008.0, 322]>","<[2007.0, 2008.0]>",
company_933dcda64b0f446a8b2a410c642cc8d6,merrill lynch / satpo group (joint venture),"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2008.0, 2009.0, 323 | 324]>","<[2008.0, 2009.0]>",
company_99a708696b819ed500a4fee1f9391ba9,mettler-toledo,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 325]>","<[2010.0, 2011.0]>",
company_ea16e20830c2e5a17c7f0ad5e1b7ac14,meyer bergman,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2010.0, 2011.0, 326 | 327]>","<[2010.0, 2011.0]>",
company_a64ebd090d93a17c6c3a83e219962aee,millipore,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 328]>","<[2009.0, 2010.0]>",
company_f4cd78b4e5e18d0cb82c5c0b42063f13,montagu,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 4]>","<[2006.0, 2007.0, 329 | 552); [2007.0, 2008.0, 330]; [2009.0, 2010.0, 331]>","<[2006.0, 2007.0]; [2007.0, 2008.0]; [2009.0, 2010.0]>",
company_2d9f8dd51ab1c04080cb603930e7fc16,moorfield group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 332]>","<[2010.0, 2011.0]>",
company_693b426bab26a8c611886270398e3cb2,mylan,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 333]>","<[2010.0, 2011.0]>",
company_70687197feb05f36c1b060294c0da85b,natixis,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 217]>","<[2009.0, 2010.0]>",
company_d1fb9d2b6ebc8d1b29a941b94beb7ed5,nc2 global,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 2]>","<[2009.0, 2010.0, 334); [2010.0, 2011.0, 335]>","<[2009.0, 2010.0]; [2010.0, 2011.0]>",
company_88844eef58ceaa228508907fc0df73d5,next group,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2010.0, 2011.0, 89]>","<[2010.0, 2011.0]>",
company_dbdeb226652224f48511784f987a27ee,nikko cordial securities,"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2009.0, 2010.0, 337]>","<[2009.0, 2010.0]>",
company_01d7d38c290de20b28b7c91f4ba39c20,nippon sheet glass group (nsg),"<[-Infinity, Infinity, Company]>","<[-Infinity, Infinity, 1]>","<[2007.0, 2008.0, 338]>","<[2007.0, 2008.0]>",
